ID,Word,Meaning,Mastery,Rank
2759,debris,がれき、破片、がらくた,D,3
2760,discriminating,識別力のある、差別的な,D,3
2761,sympathize,同情する,D,3
2762,plausible,もっともらしい,D,3
2763,ironic,皮肉な,D,3
2764,tumor,腫瘍,D,3
2765,tedious,（長くて）退屈な,D,3
2766,placid,穏やかな,D,3
2767,ethnology,民族学,D,3
2768,acclaim,賞賛する,D,3
2769,profound,深い、難解な,D,3
2770,disdain,軽蔑する、見下す、軽蔑、さげすみ,D,3
2771,vigor,精力、活力、活気、迫力,D,3
2772,treaty,（国家間の）条約、協定,D,3
2773,submit,提出する、服従させる,D,3
2774,rebut,反論する,D,3
2775,meteorology,気象学,D,3
2776,fortification,（しばしば 〜s）要塞、とりで,D,3
2777,discretion,思慮分別、慎重,D,3
2778,wander,ぶらつく、放浪する,D,3
2779,impromptu,即興の、準備なしの,D,3
2780,contagious,感染性の、移りやすい,D,3
2781,veterinarian,獣医,D,3
2782,refurbish,一新する、改装する,D,3
2783,aggregate,総計の、集合した、集計する、集合する、総計、集合体,D,3
2784,elastic,弾力性のある、融通性のある,D,3
2785,wary,用心深い、警戒して,D,3
2786,judicious,思慮分別のある、賢明な,D,3
2787,zinc,亜鉛,D,3
2788,vow,誓う、誓い,D,3
2789,converse,（しばしば the 〜）反対、逆、会話する,D,3
2790,strife,争い、不和、衝突,D,3
2791,remedy,治療、解決法,D,3
2792,corrupt,腐敗した、堕落した、贈賄する、堕落させる,D,3
2793,memorialize,記念する,D,3
2794,allocate,割り当てる、配分する,D,3
2795,sewer,下水道,D,3
2796,standpoint,見地、観点,D,3
2797,paleontology,古生物学,D,3
2798,haunt,たびたび訪れる、（幽霊などが）出没する,D,3
2799,compile,編集する、（資料などを）収集してまとめる,D,3
2800,uneasy,不安な,D,3
2801,acute,鋭い、とがった、急性の,D,3
2802,lick,なめる,D,3
2803,censure,非難、不信任、非難する,D,3
2804,crude,生の、粗野な、未完成の、大ざっぱな,D,3
2805,outlet,出口、吹き出し口、販売代理店,D,3
2806,relief,安心、軽減、除去,D,3
2807,acoustic,聴覚の,D,3
2808,compel,強制する,D,3
2809,hamper,邪魔する、妨げる,D,3
2810,nocturnal,夜行性の、夜の,D,3
2811,amiable,愛想の良い、好意的な,D,3
2812,reserve,保護区、蓄え、遠慮、準備金,D,3
2813,detect,見つける、感知する,B,3
2814,abrasive,研磨材、すりむく、すり減らす、無神経な,D,3
2815,striking,目立つ、著しい,D,3
2816,deadlock,行き詰まり,D,3
2817,archetype,原型、典型的な見本、模範,D,3
2818,consensus,（意見などの）一致、総意,D,3
2819,frown,渋い顔をする、眉をひそめる,D,3
2820,blast,爆破する、爆風、突風,D,3
2821,intact,無傷の、完全な姿で、手をつけられていない,D,3
2822,cohesive,結合力のある、粘着する,D,3
2823,acid,酸性の、酸,D,3
2824,bearish,弱気の、（熊のように）粗暴な,D,3
2825,indifferent,無関心な、中立の,D,3
2826,practicable,実行可能な、実用的な,D,3
2827,recession,不況、景気後退,D,3
2828,thatch,わらぶき屋根、屋根ふき材（わら、イグサ、シュロの葉など）,D,3
2829,maneuver,（車などの）巧みな操縦、作戦行動、巧みに動かす、巧みに操る,D,3
2830,antipathy,嫌悪、反感,D,3
2831,indigestion,消化不良,D,3
2832,obsess,（受身形で）（妄想・固定観念などに）取りつかれる、悩まされる,D,3
2833,conclusive,決定的な、最終的な,D,3
2834,acquisition,獲得、習得,D,3
2835,armored,装甲した,D,3
2836,condone,許す、大目に見る,D,3
2837,captivity,捕らわれの身、隷属、拘留,D,3
2838,turmoil,騒ぎ、騒動,D,3
2839,languish,みじめな生活をする、しぼむ、元気がなくなる,D,3
2840,uniformity,均一なこと、画一性,D,3
2841,patriot,愛国者,D,3
2842,constituency,（集合的に）有権者、選挙区,D,3
2843,narrative,物語風の、物語、話術,D,3
2844,embed,（通例受身形で）（心・記憶に）刻み込まれる、埋め込まれる,D,3
2845,banal,ありふれた、陳腐な,D,3
2846,contend,（困難などに）対処する、主張する,D,3
2847,rigid,厳格な、硬直した,D,3
2848,dissent,異議を唱える、不賛成、異議,D,3
2849,aloof,離れて、距離を置いて,D,3
2850,divorce,分離する、離婚する,D,3
2851,critical,批判的な、重大な,D,3
2852,somber,薄暗い、陰気な,D,3
2853,reminiscent,連想させる、追憶の,D,3
2854,landfill,ごみ埋め立て地,D,3
2855,expel,放出する、吐き出す、（学校・国などから）追放する,D,3
2856,sterilize,消毒［殺菌］する、不妊にする,D,3
2857,leak,（液体・ガスなどの）漏れ、漏れる、浸み出す,D,3
2858,apprehension,懸念、気遣い、理解（力）,D,3
2859,reclaimed land,開墾地、埋立地,D,3
2860,disposal,処分、処理、売却、配置,D,3
2861,mating season,繁殖期、交尾期,D,3
2862,corrosive,腐食性の、浸食する、むしばむ,D,3
2863,ameliorate,改善する,D,4
2864,atrophy,（医学用語で）萎縮、退化、衰退、萎縮する、衰退させる,D,4
2865,precinct,選挙区、管区、境界、周囲,D,4
2866,assimilate,同化する、消化吸収する,D,4
2867,motor neuron,運動ニューロン,D,4
2868,allay,静める、和らげる,D,4
2869,constrict,制限する、（筋肉などを）収縮させる,D,4
2870,endemic,（病気・現象などが）ある地方に特有の、風土性の,D,4
2871,trench,溝、堀,D,4
2872,angular,角張った,D,4
2873,hydrolysis,加水分解,D,4
2874,debacle,総崩れ、大失敗,D,4
2875,irremediable,不治の、治療不能の,D,4
2876,societal,社会的な,D,4
2877,opulent,たくさんの、豊富な,D,4
2878,discredit,（評判や信用を）落とす、信用しない、信用の失墜,D,4
2879,stout,丈夫な、頑丈な,D,4
2880,binary,2進法の、双対の,D,4
2881,circumvent,回避する、裏をかく、出し抜く,D,4
2882,Australopithecus africanus,（ヒト科の猿人）アウストラロピテクス・アフリカヌス,D,4
2883,boulder,（大きな）石、丸石,D,4
2884,scour,ごしごし洗う,D,4
2885,fiasco,（みじめな結末に終わる）大失敗,D,4
2886,viviparity,胎生,D,4
2887,abstinence,禁欲、自制,D,4
2888,vagrant,路上生活者、浮浪する,D,4
2889,sense organ,（目や耳などの）感覚器官,D,4
2890,cavern,洞窟,D,4
2891,morose,不機嫌な、むっつりした,D,4
2892,agitate,動揺させる、扇動する,D,4
2893,congenial,気の合う、性分に合った、快適な,D,4
2894,copious,多量の、（作家などが）多作の,D,4
2895,ebb,衰える、潮が引く、（通例 the 〜）引き潮,D,4
2896,topple,倒す、頭から倒れる、よろめく,D,4
2897,atypical,異常な、型にはまらない,D,4
2898,leeway,余裕、ゆとり、（強風で船などが進路から）風下にそれること,D,4
2899,postulate,仮定する、要求する、仮定、基礎条件,D,4
2900,emanate,（光・気体・考えなどが）発する、出る,D,4
2901,convection,（熱などの）対流,D,4
2902,entice,引きつける、誘惑する,D,4
2903,contravene,違反する、（法律・習慣などを）破る,D,4
2904,wane,衰える、（月が）欠ける,D,4
2905,ridge,尾根,D,4
2906,indefinite,限定されない、不定の、明確でない,D,4
2907,culprit,犯罪者、被告人,D,4
2908,impassive,無表情の、冷淡な、無感動の,D,4
2909,discrete,個別の、個々の,D,4
2910,nonchalant,無関心な、無頓着な,D,4
2911,dissipate,（霧などを）散らす,D,4
2912,caption,表題、見出し、（映画の）字幕、（通例受身形で）表題がつけられる,D,4
2913,chassis,（自動車などの）車台、シャシー,D,4
2914,opportune,ちょうど良い、適切な、好都合の,D,4
2915,acquiesce,（いやいやながら）従う、黙認する,D,4
2916,inane,ばかげた、味のない、空虚な,D,4
2917,allege,断言する、主張する,D,4
2918,gratify,喜ばせる、満足させる,D,4
2919,fiat,（権力者の）命令、布告,D,4
2920,engaging,（人を）引きつける、魅力がある,D,4
2921,decoy,おとり,D,4
2922,promulgate,公表する、発布する,D,4
2923,fumigate,（くん蒸）消毒する,D,4
2924,invulnerable,傷つくことのない、不死身の,D,4
2925,tyranny,暴政、専制政治,D,4
2926,recourse,頼ること、頼みにする人,D,4
2927,lineage,血族、血統、血筋,D,4
2928,shatter,壊滅する、粉々にする、くじく,D,4
2929,undisclosed,公表されていない、解明されていない,D,4
2930,petition,嘆願（書）、嘆願する,D,4
2931,complement,補足するもの、補語、（数学の）補数,D,4
2932,vocal cords,（解剖学で）声帯,D,4
2933,scourge,苦しみを引き起こす人［物］、天罰,D,4
2934,admonition,訓戒、警告,D,4
2935,weld,溶接、溶接する,D,4
2936,poignancy,鋭さ、感動,D,4
2937,odyssey,冒険旅行、長期の放浪,D,4
2938,typify,代表する、典型となる,D,4
2939,ruthless,無情な、冷酷な,D,4
2940,vagabond,放浪者、さすらい人、路上生活者、放浪する、さすらいの,D,4
2941,negation,否定、否認、打ち消し,D,4
2942,blanch,（恐怖などで）青ざめる、漂白する,D,4
2943,fetch,（行って）持ってくる、引き出す、売れる,D,4
2944,navel,中心部、へそ,D,4
2945,unequivocal,明白な、疑う余地のない,D,4
2946,bestow,授ける、与える,D,4
2947,stab,傷つける、刺す,D,4
2948,loath,気の進まない、嫌いで,D,4
2949,stifle,（反乱などを）鎮圧する、抑制する、窒息させる,D,4
2950,hypertension,高血圧,D,4
2951,axiom,原理、自明の理、（数学の）公理,D,4
2952,collateral,付帯的な、二次的な、並び合った、担保となる、担保、抵当,D,4
2953,weasel,イタチ,D,4
2954,assuage,静める、和らげる,D,4
2955,contraband,密売品、密輸、密輸の,D,4
2956,strenuous,精力的な、熱心な,D,4
2957,chasm,割れ目、隔たり,D,4
2958,notch,切り通し、山あいの細道、V字型の刻み目、刻み目を付ける,D,4
2959,lactic acid,乳酸,D,4
2960,circumspect,慎重な、用心深い、用意周到な,D,4
2961,collusion,共謀,D,4
2962,charisma,カリスマ的資質、教祖的存在,D,4
2963,pluck,摘む、引き抜く、むしり取る,D,4
2964,contingent,依存する、偶発的な、付随する,D,4
2965,coalesce,連合する、合体する,D,4
2966,ceremonious,儀式ばった、おごそかな,D,4
2967,loathe,ひどく嫌う,D,4
2968,contrite,悔い改めた、悔恨の,D,4
2969,transient,一時の、短期の、（滞在などが）短い,D,4
2970,retrospective,回顧的な、追想にふける,D,4
2971,entail,伴う、必要とする,D,4
2972,deter,抑制する、怖がらせて〜させない,D,4
2973,snare,わなで捕らえる、わな,D,4
2974,prospector,（鉱山の）探鉱者、試掘者,D,4
2975,murky,（川や水が）濁っている、暗くて陰気な,D,4
2976,accrue,（利子などを）獲得する,D,4
2977,abdicate,捨てる、放棄する,D,4
2978,wrench,ねじれ、ひねり、レンチ、つらさ、ねじる、くじく,D,4
2979,overpowering,耐え難い、抗しきれない,D,4
2980,untamed,飼い慣らされていない、自由な,D,4
2981,initiate,手ほどきをする、初歩を教える、始める、入会させる,D,4
2982,stall,店、馬屋,D,4
2983,public hygiene,公衆衛生,D,4
2984,amnesia,記憶喪失,D,4
2985,annuity,年金,D,4
2986,toll,通行料、使用料、死傷者数、ゆっくりと鐘を鳴らす,D,4
2987,blithe,不注意な、快活な、陽気な、楽しそうな,D,4
2988,kindred,同族の、同様の、親族、血縁,D,4
2989,allegedly,申し立てによると,D,4
2990,imbalance,不均衡,D,4
2991,repressive,抑圧的な,D,4
2992,thinker,思想家、思索家,D,4
2993,affidavit,宣誓供述書,D,4
2994,hindmost,最後部の,D,4
2995,subterranean,地下の、地中の、隠れた,D,4
2996,caprice,気まぐれ、移り気,D,4
2997,scant,乏しい、不十分な,D,4
2998,procure,確保する、調達する,D,4
2999,impotent,無力な、無益な,D,4
3000,severance,切断、分離、契約解除,D,4
3001,swindle,（金品を）だまし取る、詐欺を働く、詐欺、ペテン,D,4
3002,accolade,賞賛,D,4
3003,outfit,道具一式、装備,D,4
3004,malice,悪意,D,4
3005,supplant,取って代わる、押しのける,D,4
3006,shimmer,かすかに光る,D,4
3007,assent,同意、同意する,D,4
3008,agrarian,農業向上の、土地利用に関する,D,4
3009,autocrat,独裁者、専制君主、暴君,D,4
3010,sibling,（男女の区別なく）兄弟姉妹,D,4
3011,solvent,支払い能力のある、溶解力のある,D,4
3012,immutable,不変の、不易の,D,4
3013,dais,演壇、壇,D,4
3014,dynasty,王朝,D,4
3015,slough,ぬかるみ、沼地,D,4
3016,archaic,旧式な、古語の,D,4
3017,microscopic organism,微生物,D,4
3018,refutation,論破、反論、反証の事実,D,4
3019,reprimand,叱責、厳しく叱責する,D,4
3020,tackle,取り組む、渡り合う、タックルする、タックル,D,4
3021,spendthrift,浪費家、（通例限定用法）金遣いの荒い,D,4
3022,halcyon,穏やかな,D,4
3023,tumultuous,騒がしい、激しく動揺した,D,4
3024,conduit,（液体などの）導管、水路、溝,D,4
3025,bland,味気ない、当たり障りのない、穏やかな、薄味の,D,4
3026,reprove,叱る、戒める,D,4
3027,pheasant,（鳥の）キジ,D,4
3028,gruesome,恐ろしい、ぞっとする,D,4
3029,fidelity,誠実、忠節、貞節、事実そのままであること,D,4
3030,acquittal,無罪放免、釈放,D,4
3031,carat,カラット（宝石の重さを量る単位）,D,4
3032,vantage,有利な点、優勢,D,4
3033,relentless,厳しい、容赦ない,D,4
3034,hack,たたき切る、切り開いて進む,D,4
3035,confluence,（河川の）合流地点、融合,D,4
3036,heyday,（しばしば the〜）盛り、全盛期,D,4
3037,espouse,（主義や説などを）信奉［擁護、支持］する,D,4
3038,inimical,有害な、敵意のある、不利な,D,4
3039,perquisite,（しばしば 〜s）臨時収入、チップ、役得,D,4
3040,canvass,（投票などを）依頼して回る、（意見を）調査する,D,4
3041,ultimatum,最終提案、最後通告,D,4
3042,gist,（通例 the〜）要点、主旨,D,4
3043,lag,停滞する、衰える、遅れる,D,4
3044,equine,ウマ科の、馬の,D,4
3045,irreconcilable,対立する、和解［妥協］できない,D,4
3046,fraudulent,不正な、詐欺的な、いかさまの,D,4
3047,fastidious,口うるさい、気難しい、潔癖な,D,4
3048,spare,使い惜しみする、労を惜しむ、予備の、スペアの,D,4
3049,trite,ありふれた、使い古された、陳腐な,D,4
3050,wisp,（干し草などの）小さい束,D,4
3051,appropriation,割り当て、歳出予算,D,4
3052,overrun,はびこる、侵略する、あふれる,D,4
3053,allude,ほのめかす、それとなく言う,D,4
3054,glaze,（焼き物に）うわ薬をかける、（窓や額縁に）ガラスをはめる、うわ薬,D,4
3055,molt,（羽毛の）生え代わり、脱皮、（殻・羽毛などを）脱ぐ,D,4
3056,minuteman,（独立革命時の）民兵、（M-）ミニットマン（米国の大陸間弾道弾）,D,4
3057,disband,（組織や軍隊などを）解散する,D,4
3058,malignant,（病気・腫瘍などが）悪性の、悪意のある,D,4
3059,hallmark,特徴、純度検証刻印、品質保証、品質を保証する,D,4
3060,womb,子宮,D,4
3061,cog,歯車、（歯車の）歯,D,4
3062,coax,説得して〜させる、なだめる,D,4
3063,simulated,模造の、まねた,D,4
3064,tint,色合い,D,4
3065,excise,摘出する、切り取る,D,4
3066,phosphorus,燐,D,4
3067,rococo,ロココ様式,D,4
3068,discrepancy,相違、食い違い,D,4
3069,haughtiness,ごう慢、高慢,D,4
3070,,無効な、無意味な,D,4
3071,amble,ぶらぶら歩く,D,4
3072,auxiliary,補助の,D,4
3073,groove,溝、慣例、しきたり,D,4
3074,fervent,熱心な、熱烈な、激しい,D,4
3075,sag,沈下する、くじける、下落する,D,4
3076,laud,賛美、賞賛、賞賛する,D,4
3077,insubordinate,従順でない、反抗的な、言うことを聞かない,D,4
3078,unkempt,だらしない,D,4
3079,euphonious,響きのよい、耳に快い、音色の美しい,D,4
3080,transcend,越える、勝る,D,4
3081,imminent,（良くないことが）差し迫った、今にも起こりそうな,D,4
3082,indignation,怒り、憤り、義憤,D,4
3083,torment,苦痛,D,4
3084,attentive,気を配った、注意深い、大切にする,D,4
3085,filmy,（布などが）非常に薄い、薄膜状の、かすんだ,D,4
3086,physiological,生理学上の,D,4
3087,taciturn,無言の、むっつりした,D,4
3088,infiltrate,潜入する、浸透する、染み込む,D,4
3089,aorta,大動脈,D,4
3090,infraction,（法律・規則などの）違反、違反行為,D,4
3091,constituent,構成する、選挙権のある,D,4
3092,abhor,嫌う,D,4
3093,propagate,広める、伝播する、増殖する,D,4
3094,incumbent,現職の、義務である,D,4
3095,plunge,突っ込む、投げ込む、飛び込む,D,4
3096,rupture,破裂、不和、破裂させる、裂く,D,4
3097,mire,ぬかるみ、泥沼、泥にはまる、苦境に陥れる,D,4
3098,streak,すばやく動く、筋を付ける、細長い線、一筋,D,4
3099,till,耕す,D,4
3100,irreverence,不敬、非礼、軽視,D,4
3101,pit,（against 〜）（〜と）対抗させる、穴を開ける、くぼみ、採掘場,D,4
3102,brazen,厚かましい、真ちゅうの,D,4
3103,incidence,負担、（事故や病気などの）発生、（影響の）範囲,D,4
3104,salvage,海難救助、（沈没船の）引き揚げ,D,4
3105,countermeasure,対応策,D,4
3106,urine,尿,D,4
3107,frenetic,熱狂した、逆上した,D,4
3108,insomnia,不眠症,D,4
3109,treatise,（学術）論文,D,4
3110,anthropoid,類人猿、（動物が）人間に似た,D,4
3111,alienate,遠ざける、不和にする,D,4
3112,steadfast,忠実な、しっかりした,D,4
3113,amnesty,恩赦,D,4
3114,piety,信心、敬けん、敬けんな行い,D,4
3115,adversity,不運、不幸,D,4
3116,lure,誘惑する、誘い込む、（通例 the 〜）人を引き付ける力、魅力、疑似餌（ルアー）,D,4
3117,overdue,期限が過ぎた、延着した、未払いの,D,4
3118,quiver,震える、揺れる,D,4
3119,locus,軌跡,D,4
3120,weird,奇妙な、不思議な、この世のものと思えない,D,4
3121,touchstone,基準、試金石,D,4
3122,colossal,巨大な、驚くべき、途方もない,D,4
3123,lope,飛び跳ねる、大股で歩く,D,4
3124,illicit,不法の、禁制の,D,4
3125,darkroom,（写真現像用の）暗室,D,4
3126,alchemy,錬金術,D,4
3127,oration,演説、式辞,D,4
3128,methodology,方法論,D,4
3129,inexplicable,不可解な、説明できない,D,4
3130,inflict,（損害を）与える、（傷を）負わせる,D,4
3131,unilateral,一方的な、単独の,D,4
3132,insularity,島（国）であること、島国根性、狭量,D,4
3133,cleavage,（受精卵の）卵割、裂けること,D,4
3134,cohesion,粘着、結合,D,4
3135,wade,歩いて渡る、苦労して進む,D,4
3136,funnel,じょうご,D,4
3137,odds,（通例 the 〜）可能性、見込み、確率、賭け率,D,4
3138,inflammation,炎症,D,4
3139,irrevocable,取り返しのつかない、呼び戻せない,D,4
3140,incongruous,その場に合わない、矛盾する,D,4
3141,plywood,合板、ベニヤ板,D,4
3142,mutation,突然変異,D,4
3143,gorge,峡谷、腹一杯に詰め込む,D,4
3144,snicker,忍び笑いする,D,4
3145,despot,専制君主、暴君,D,4
3146,ragtime,ラグタイム,D,4
3147,inexorable,避け難い、不変の、動じない,D,4
3148,aseptic,無菌の、腐敗菌が付いていない,D,4
3149,sundry,雑多な、種々さまざまの,D,4
3150,bilateral,二国間の、双方の、両側のある,D,4
3151,pretext,口実、弁解,D,4
3152,manifesto,政策、宣言書,D,4
3153,diversion,気分転換、気晴らし、そらす、気晴らしをさせる,D,4
3154,chaste,純潔な、貞節な、（考えなどが）慎み深い、上品な,D,4
3155,segmentation,（細胞の）卵割、分割、分裂,D,4
3156,censorious,批判的な、口やかましい、あら探しの好きな,D,4
3157,mural painting,壁画,D,4
3158,preconception,先入観、偏見,D,4
3159,buoyancy,浮力,D,4
3160,encompass,含む、取り囲む,D,4
3161,abject,惨めな、軽蔑に値する,D,4
3162,personify,体現する、人格化する,D,4
3163,complacent,自己満足の、悦に入った,D,4
3164,rustic,素朴な、田舎の、田園の,D,4
3165,equitable,公平な、公正な、正当な,D,4
3166,birth rate,出生率,D,4
3167,regale,喜ばせる、楽しませる,D,4
3168,debilitate,衰弱させる,D,4
3169,staunch,がっしりした、丈夫な,D,4
3170,laconic,簡潔な、簡明な,D,4
3171,intractable,手に負えない、強情な,D,4
3172,furtively,こっそり、ひそかに,D,4
3173,arbitration,仲裁,D,4
3174,loom,そびえる、（織機で）織る、織機,D,4
3175,impartial,公平な、えこひいきのない,D,4
3176,debase,（評判などを）落とす、低下させる,D,4
3177,portent,兆候、前兆、先触れ,D,4
3178,grapple,取り組む、引っ掛ける、つかみ合う,D,4
3179,undulating,緩やかに起伏する,D,4
3180,responsiveness,共鳴しやすいこと、敏感さ,D,4
3181,relinquish,断念する、放す、緩める,D,4
3182,binocular,（〜s）双眼鏡,D,4
3183,mollusk,（貝類やイカ・タコなどの）軟体動物,D,4
3184,recurrent,頻発する、再発する、繰り返し起こる,D,4
3185,tonsil,扁桃腺,D,4
3186,etymology,語源、語の由来、語源学,D,4
3187,expedient,役立つ、都合のよい、利己的な,D,4
3188,correlation,相互関係、関連,D,4
3189,saline,塩分を含んだ、塩辛い,D,4
3190,trajectory,軌道、弾道,D,4
3191,playwright,脚本家、劇作家,D,4
3192,conciliation,慰め、調停,D,4
3193,reiterate,反復する,D,4
3194,guise,外観、見せかけ,D,4
3195,purport,趣旨、要旨、意味,D,4
3196,punitive,過酷な、罰の,D,4
3197,guile,狡猾、ずるさ,D,4
3198,squarely,はっきりと、公平に、まともに,D,4
3199,condominium,分譲マンション、コンドミニアム,D,4
3200,pendulum,振り子,D,4
3201,acumen,鋭さ、洞察力,D,4
3202,increment,増加（量）、増大、増額、利益、所得,D,4
3203,warrant,保証する、正当な理由となる,D,4
3204,roam,歩き回る,D,4
3205,cellulose,セルロース（繊維素）,D,4
3206,edifice,（宮殿などの立派な）大建築物、体系,D,4
3207,entity,実在するもの、実体、存在、企業,D,4
3208,poise,釣り合い、落ち着き、姿勢、釣り合いを保つ,D,4
3209,plod,こつこつ働く［勉強する］、とぼとぼ歩く,D,4
3210,pageant,野外劇、ページェント、山車,D,4
3211,concentric,同心の、中心が同じの,D,4
3212,destitute,困窮した、欠いている,D,4
3213,robust,強い、強健な、がっしりとした,D,4
3214,cryptic,秘密の、隠された、謎めいた,D,4
3215,accomplice,共犯者,D,4
3216,epic,勇壮な、叙事詩,D,4
3217,propensity,傾向、性向,D,4
3218,jurisprudence,法学、法律学,D,4
3219,perseverance,忍耐、根気、不屈の努力,D,4
3220,sedentary,固着性の、定住性の、座っている,D,4
3221,digression,（主題から）脱線すること,D,4
3222,askew,斜めに、ゆがんで、斜めの、ゆがんだ,D,4
3223,harass,悩ませる、苦しめる,D,4
3224,ramification,（物事の）結果、成り行き、枝分かれ、分岐,D,4
3225,exponential,（変化などが）急激な,D,4
3226,reproach,とがめる、責める、しかる、（穏やかな）叱責、非難,D,4
3227,preamble,序文、前置き,D,4
3228,degenerate,衰える、堕落する、悪化する,D,4
3229,unaided eye,肉眼、裸眼,D,4
3230,regime,政治体制、政府、政権,D,4
3231,astral,星の、星形の、星についての,D,4
3232,lichen,（岩などに付く）コケ、（植物の）地衣類,D,4
3233,stammer,口ごもる、口ごもり、どもること,D,4
3234,transcribe,書き写す、複写する,D,4
3235,plight,苦境、固く約束する、婚約する,D,4
3236,quarantine,（伝染病予防のための）隔離、検疫、隔離する,D,4
3237,aptitude,才能、適性,D,4
3238,incessant,絶え間ない、ひっきりなしの,D,4
3239,moat,堀,D,4
3240,checkered,波瀾万丈の、変化に富んだ,D,4
3241,animosity,憎しみ、敵意,D,4
3242,innocuous,無害の,D,4
3243,exonerate,免除する、開放する,D,4
3244,climactic,最高潮の、クライマックスの,D,4
3245,disputatious,論争好きな,D,4
3246,fitful,断続的な、気まぐれの,D,4
3247,protract,長引かせる,D,4
3248,pinnacle,（the 〜）頂点、高峰,D,4
3249,sniff,鼻でくんくん嗅ぐ,D,4
3250,apex,頂点,D,4
3251,senile,ぼけた、老齢による,D,4
3252,lenient,寛大な、情け深い,D,4
3253,mow,（草などを）刈る,D,4
3254,flee,（迫害などから）逃れる,D,4
3255,intoxicate,酔わせる、夢中にさせる、興奮させる、中毒にする,D,4
3256,suppleness,しなやかさ、柔軟性,D,4
3257,plethora,過多,D,4
3258,caricature,風刺漫画、風刺画、風刺する,D,4
3259,knead,こねる、練る、もむ,D,4
3260,mute,音を消す,D,4
3261,listless,物憂い、元気のない,D,4
3262,deciduous tree,落葉樹,D,4
3263,aeronautics,航空学,D,4
3264,smelt,（金属を）精錬する、溶解する,D,4
3265,incredulous,信じようとしない,D,4
3266,surveillance,監視、見張り,D,4
3267,waddle,（アヒルなどが）よちよち歩く,D,4
3268,distill,蒸留する、したたらせる、したたる,D,4
3269,herculean,非常に困難な、怪力無双の（ヘラクレスの様な）,D,4
3270,buzzword,（専門家のもったいぶった）愛用語、キャッチフレーズ、スローガン,D,4
3271,constipation,便秘、沈滞,D,4
3272,muse,物思いにふける、熟考する,D,4
3273,espionage,スパイ行為［活動］,D,4
3274,propulsion,（船などの）推進力,D,4
3275,altruistic,利他的な,D,4
3276,marshal,（陸・空軍の）司令官,D,4
3277,flip,指先ではじく,D,4
3278,nitric acid,硝酸,D,4
3279,frustrate,失望させる、（計画や努力などを）挫折させる、やる気をくじく,D,4
3280,disinterested,公平な、私心のない、興味のない,D,4
3281,intimidate,威嚇する、脅迫する,D,4
3282,adjoin,隣接する,D,4
3283,tributary,（川の）支流,D,4
3284,reckon,思う、計算する,D,4
3285,snarl,怒鳴る、うなる,D,4
3286,detrimental,有害な、不利益な,D,4
3287,abate,和らげる、減ずる、無効にする,D,4
3288,nurture,はぐくむ、しつける、育てる,D,4
3289,replete,豊富に備えた、満腹した,D,4
3290,repudiate,拒絶［拒否］する,D,4
3291,litigation,訴訟,D,4
3292,tenure,（大学教授などの）在職権、（財産・地位などの）保有,D,4
3293,deforestation,森林伐採,D,4
3294,outcry,叫び声、怒鳴り声,D,4
3295,lionize,もてはやす、名士扱いする,D,4
3296,willow,ヤナギ,D,4
3297,glandular,腺の,D,4
3298,rebuff,拒絶、挫折、拒絶する,D,4
3299,redress,正すこと、矯正措置,D,4
3300,hydrophobia,恐水病、狂犬病,D,4
3301,molasses,糖みつ,D,4
3302,extrovert,外向的な、社交的な、外向的な人,D,4
3303,chauvinist,（熱狂的）愛国主義者,D,4
3304,azure,空色、青空、空色の,D,4
3305,indignity,侮辱、冷遇,D,4
3306,indissoluble,溶解［分解］できない、解消できない、不変の,D,4
3307,aquiline,ワシの（ような）、ワシのくちばしのように曲がった,D,4
3308,wag,（尾などを）振る、（尾などが）揺れる,D,4
3309,apogee,遠地点（月・人工衛星が地球と最も離れる点）、絶頂、極点,D,4
3310,inequity,不公平、不公正、公平さを欠く行為,D,4
3311,adorn,飾る,D,4
3312,covenant,契約、誓約、盟約、契約する,D,4
3313,ungrateful,恩知らずの,D,4
3314,substantive,大量の、実在の、独立した,D,4
3315,torpid,休眠［冬眠］した、不活発な、無気力な,D,4
3316,resurrect,復活させる,D,4
3317,earthy,素朴な、率直な、土の、現実的な,D,4
3318,despondent,失望した、元気のない,D,4
3319,depravity,堕落、腐敗,D,4
3320,hypnosis,催眠（状態［術］）,D,4
3321,saliva,唾液,D,4
3322,meridian,子午線、（人生の）全盛期,D,4
3323,grandiloquence,大言壮語、自慢,D,4
3324,lucre,悪銭、金もうけ、利益,D,4
3325,matriculation,大学入学許可、（大学に）入学する,D,4
3326,exalt,昇進させる、褒める,D,4
3327,affected,気取った、影響を受けた、不自然な,D,4
3328,monstrosity,巨大建造物、奇怪さ,D,4
3329,overcast,覆い隠す、陰らせる、一面に曇った,D,4
3330,fatalism,運命論,D,4
3331,moraine,（氷）堆積、モレーン,D,4
3332,conglomeration,（異質なものが）一つにまとまること、集合体,D,4
3333,icon,像、肖像、聖像［画］,D,4
3334,trilobite,三葉虫,D,4
3335,actuate,駆り立てる、作動させる,D,4
3336,blight,害する、枯らす、胴枯れ病,D,4
3337,fortitude,我慢強さ、不屈の精神,D,4
3338,stalactite,（上から下がる）鍾乳石,D,4
3339,reproductive organ,生殖器官,D,4
3340,arrow tip,矢じり,D,4
3341,cataclysm,社会的大変動、激変、大洪水,D,4
3342,deride,あざける、ばかにする,D,4
3343,credo,信条,D,4
3344,mundane,ありふれた、日常の、現世の,D,4
